Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,,,,,
,,,,,,,,,,,,,,,RP,Reymin Guduan (13117392),Reymin Guduan,13117392,P,4400,HOU@BAL 08/11/2019 01:05PM ET,HOU,0.97,,,Edwin Jackson,Edwin Jackson (13117385)
,,,,,,,,,,,,,,,SP,Tom Eshelman (13117393),Tom Eshelman,13117393,P,4400,HOU@BAL 08/11/2019 01:05PM ET,BAL,4.89,,,Jerry Blevins,Jerry Blevins (13117388)
,,,,,,,,,,,,,,,3B,Yoan Moncada (13116243),Yoan Moncada,13116243,3B,4400,OAK@CWS 08/11/2019 02:10PM ET,CWS,8.97,,,Jose Quijada,Jose Quijada (13117390)
,,,,,,,,,,,,,,,SS,Tim Anderson (13116265),Tim Anderson,13116265,SS,4400,OAK@CWS 08/11/2019 02:10PM ET,CWS,8.68,,,Juan Soto,Juan Soto (13116247)
,,,,,,,,,,,,,,,1B,Luke Voit (13116244),Luke Voit,13116244,1B,4400,NYY@TOR 08/11/2019 01:07PM ET,NYY,8.73,,,Tim Peterson,Tim Peterson (13117389)
,,,,,,,,,,,,,,,OF,Aaron Judge (13116248),Aaron Judge,13116248,OF,4400,NYY@TOR 08/11/2019 01:07PM ET,NYY,8.63,,,Jacob Rhame,Jacob Rhame (13117391)
,,,,,,,,,,,,,,,2B/SS,Gleyber Torres (13116250),Gleyber Torres,13116250,2B/SS,4400,NYY@TOR 08/11/2019 01:07PM ET,NYY,8.54,,,Nomar Mazara,Nomar Mazara (13116252)
,,,,,,,,,,,,,,,SP,Edwin Jackson (13117385),Edwin Jackson,13117385,P,4400,KC@DET 08/11/2019 01:10PM ET,DET,2,,,Ariel Jurado,Ariel Jurado (13117386)
,,,,,,,,,,,,,,,RP,Jerry Blevins (13117388),Jerry Blevins,13117388,P,4400,ATL@MIA 08/11/2019 01:10PM ET,ATL,2.31,,,Chris Tillman,Chris Tillman (13117387)
,,,,,,,,,,,,,,,RP,Jose Quijada (13117390),Jose Quijada,13117390,P,4400,ATL@MIA 08/11/2019 01:10PM ET,MIA,3.24,,,Bryan Reynolds,Bryan Reynolds (13116253)
,,,,,,,,,,,,,,,OF,Juan Soto (13116247),Juan Soto,13116247,OF,4400,WAS@NYM 08/11/2019 01:10PM ET,WAS,9.91,,,Kole Calhoun,Kole Calhoun (13116271)
,,,,,,,,,,,,,,,RP,Tim Peterson (13117389),Tim Peterson,13117389,P,4400,WAS@NYM 08/11/2019 01:10PM ET,NYM,0.92,,,Hansel Robles,Hansel Robles (13117405)
,,,,,,,,,,,,,,,RP,Jacob Rhame (13117391),Jacob Rhame,13117391,P,4400,WAS@NYM 08/11/2019 01:10PM ET,NYM,2.21,,,Josh Rogers,Josh Rogers (13117398)
,,,,,,,,,,,,,,,OF,Nomar Mazara (13116252),Nomar Mazara,13116252,OF,4400,TEX@MIL 08/11/2019 02:10PM ET,TEX,7.66,,,Bryan Abreu,Bryan Abreu (13117401)
,,,,,,,,,,,,,,,SP,Ariel Jurado (13117386),Ariel Jurado,13117386,P,4400,TEX@MIL 08/11/2019 02:10PM ET,TEX,8.08,,,Marcus Semien,Marcus Semien (13116272)
,,,,,,,,,,,,,,,SP,Chris Tillman (13117387),Chris Tillman,13117387,P,4400,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Dylan Covey,Dylan Covey (13117402)
,,,,,,,,,,,,,,,OF,Bryan Reynolds (13116253),Bryan Reynolds,13116253,OF,4400,PIT@STL 08/11/2019 02:15PM ET,PIT,7.98,,,Juan Minaya,Juan Minaya (13117403)
,,,,,,,,,,,,,,,OF,Kole Calhoun (13116271),Kole Calhoun,13116271,OF,4300,LAA@BOS 08/11/2019 01:05PM ET,LAA,7.88,,,Edwin Encarnacion,Edwin Encarnacion (13116267)
,,,,,,,,,,,,,,,RP,Hansel Robles (13117405),Hansel Robles,13117405,P,4300,LAA@BOS 08/11/2019 01:05PM ET,LAA,3.05,,,Vladimir Guerrero Jr.,Vladimir Guerrero Jr. (13116270)
,,,,,,,,,,,,,,,SP,Josh Rogers (13117398),Josh Rogers,13117398,P,4300,HOU@BAL 08/11/2019 01:05PM ET,BAL,-0.51,,,Chad Green,Chad Green (13117395)
,,,,,,,,,,,,,,,RP,Bryan Abreu (13117401),Bryan Abreu,13117401,P,4300,HOU@BAL 08/11/2019 01:05PM ET,HOU,2.25,,,Jason Adam,Jason Adam (13117400)
,,,,,,,,,,,,,,,SS,Marcus Semien (13116272),Marcus Semien,13116272,SS,4300,OAK@CWS 08/11/2019 02:10PM ET,OAK,8.85,,,Tim Mayza,Tim Mayza (13117404)
,,,,,,,,,,,,,,,SP,Dylan Covey (13117402),Dylan Covey,13117402,P,4300,OAK@CWS 08/11/2019 02:10PM ET,CWS,3.72,,,Nicholas Castellanos,Nicholas Castellanos (13116269)
,,,,,,,,,,,,,,,RP,Juan Minaya (13117403),Juan Minaya,13117403,P,4300,OAK@CWS 08/11/2019 02:10PM ET,CWS,2.97,,,Jon Berti,Jon Berti (13116273)
,,,,,,,,,,,,,,,1B,Edwin Encarnacion (13116267),Edwin Encarnacion,13116267,1B,4300,NYY@TOR 08/11/2019 01:07PM ET,NYY,9.41,,,Thomas Burrows,Thomas Burrows (13117396)
,,,,,,,,,,,,,,,3B,Vladimir Guerrero Jr. (13116270),Vladimir Guerrero Jr.,13116270,3B,4300,NYY@TOR 08/11/2019 01:07PM ET,TOR,7.66,,,Hunter Strickland,Hunter Strickland (13117399)
,,,,,,,,,,,,,,,SP,Chad Green (13117395),Chad Green,13117395,P,4300,NYY@TOR 08/11/2019 01:07PM ET,NYY,3.5,,,Byron Buxton,Byron Buxton (13116268)
,,,,,,,,,,,,,,,RP,Jason Adam (13117400),Jason Adam,13117400,P,4300,NYY@TOR 08/11/2019 01:07PM ET,TOR,4.71,,,Rougned Odor,Rougned Odor (13116249)
,,,,,,,,,,,,,,,RP,Tim Mayza (13117404),Tim Mayza,13117404,P,4300,NYY@TOR 08/11/2019 01:07PM ET,TOR,2.23,,,Jose Osuna,Jose Osuna (13116245)
,,,,,,,,,,,,,,,OF,Nicholas Castellanos (13116269),Nicholas Castellanos,13116269,OF,4300,CHC@CIN 08/11/2019 01:10PM ET,CHC,7.95,,,Lonnie Chisenhall,Lonnie Chisenhall (13116275)
,,,,,,,,,,,,,,,3B/OF,Jon Berti (13116273),Jon Berti,13116273,3B/OF,4300,ATL@MIA 08/11/2019 01:10PM ET,MIA,7.06,,,Michael Feliz,Michael Feliz (13117394)
,,,,,,,,,,,,,,,RP,Thomas Burrows (13117396),Thomas Burrows,13117396,P,4300,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Seth Elledge,Seth Elledge (13117397)
,,,,,,,,,,,,,,,RP,Hunter Strickland (13117399),Hunter Strickland,13117399,P,4300,WAS@NYM 08/11/2019 01:10PM ET,WAS,2.11,,,Albert Pujols,Albert Pujols (13116280)
,,,,,,,,,,,,,,,OF,Byron Buxton (13116268),Byron Buxton,13116268,OF,4300,CLE@MIN 08/11/2019 02:10PM ET,MIN,8.08,,,Michael Chavis,Michael Chavis (13116285)
,,,,,,,,,,,,,,,2B,Rougned Odor (13116249),Rougned Odor,13116249,2B,4300,TEX@MIL 08/11/2019 02:10PM ET,TEX,7.57,,,Keynan Middleton,Keynan Middleton (13117408)
,,,,,,,,,,,,,,,1B/3B,Jose Osuna (13116245),Jose Osuna,13116245,1B/3B,4300,PIT@STL 08/11/2019 02:15PM ET,PIT,5.27,,,Sam Freeman,Sam Freeman (13117413)
,,,,,,,,,,,,,,,OF,Lonnie Chisenhall (13116275),Lonnie Chisenhall,13116275,OF,4300,PIT@STL 08/11/2019 02:15PM ET,PIT,0,,,John Curtiss,John Curtiss (13117415)
,,,,,,,,,,,,,,,SP,Michael Feliz (13117394),Michael Feliz,13117394,P,4300,PIT@STL 08/11/2019 02:15PM ET,PIT,3.39,,,Trey Mancini,Trey Mancini (13116283)
,,,,,,,,,,,,,,,RP,Seth Elledge (13117397),Seth Elledge,13117397,P,4300,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Jake Marisnick,Jake Marisnick (13116289)
,,,,,,,,,,,,,,,1B,Albert Pujols (13116280),Albert Pujols,13116280,1B,4200,LAA@BOS 08/11/2019 01:05PM ET,LAA,7.34,,,Aaron Brooks,Aaron Brooks (13117410)
,,,,,,,,,,,,,,,1B/2B,Michael Chavis (13116285),Michael Chavis,13116285,1B/2B,4200,LAA@BOS 08/11/2019 01:05PM ET,BOS,7.46,,,Jose Abreu,Jose Abreu (13116288)
,,,,,,,,,,,,,,,RP,Keynan Middleton (13117408),Keynan Middleton,13117408,P,4200,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Didi Gregorius,Didi Gregorius (13116287)
,,,,,,,,,,,,,,,RP,Sam Freeman (13117413),Sam Freeman,13117413,P,4200,LAA@BOS 08/11/2019 01:05PM ET,LAA,-0.5,,,Freddy Galvis,Freddy Galvis (13116302)
,,,,,,,,,,,,,,,RP,John Curtiss (13117415),John Curtiss,13117415,P,4200,LAA@BOS 08/11/2019 01:05PM ET,LAA,2.25,,,Clayton Richard,Clayton Richard (13117406)
,,,,,,,,,,,,,,,1B/OF,Trey Mancini (13116283),Trey Mancini,13116283,1B/OF,4200,HOU@BAL 08/11/2019 01:05PM ET,BAL,8.88,,,Thomas Pannone,Thomas Pannone (13117416)
,,,,,,,,,,,,,,,OF,Jake Marisnick (13116289),Jake Marisnick,13116289,OF,4200,HOU@BAL 08/11/2019 01:05PM ET,HOU,5.44,,,Kyle Schwarber,Kyle Schwarber (13116278)
,,,,,,,,,,,,,,,SP,Aaron Brooks (13117410),Aaron Brooks,13117410,P,4200,HOU@BAL 08/11/2019 01:05PM ET,BAL,5.81,,,Aristides Aquino,Aristides Aquino (13116282)
,,,,,,,,,,,,,,,1B,Jose Abreu (13116288),Jose Abreu,13116288,1B,4200,OAK@CWS 08/11/2019 02:10PM ET,CWS,8.24,,,J.D. Davis,J.D. Davis (13116276)
,,,,,,,,,,,,,,,SS,Didi Gregorius (13116287),Didi Gregorius,13116287,SS,4200,NYY@TOR 08/11/2019 01:07PM ET,NYY,7.85,,,Paul Sewald,Paul Sewald (13117411)
,,,,,,,,,,,,,,,SS,Freddy Galvis (13116302),Freddy Galvis,13116302,SS,4200,NYY@TOR 08/11/2019 01:07PM ET,TOR,7.18,,,Tanner Rainey,Tanner Rainey (13117412)
,,,,,,,,,,,,,,,SP,Clayton Richard (13117406),Clayton Richard,13117406,P,4200,NYY@TOR 08/11/2019 01:07PM ET,TOR,4.5,,,Tyler Bashlor,Tyler Bashlor (13117414)
,,,,,,,,,,,,,,,SP,Thomas Pannone (13117416),Thomas Pannone,13117416,P,4200,NYY@TOR 08/11/2019 01:07PM ET,TOR,4.03,,,Max Moroff,Max Moroff (13116319)
,,,,,,,,,,,,,,,OF,Kyle Schwarber (13116278),Kyle Schwarber,13116278,OF,4200,CHC@CIN 08/11/2019 01:10PM ET,CHC,7.62,,,Yasmani Grandal,Yasmani Grandal (13116343)
,,,,,,,,,,,,,,,OF,Aristides Aquino (13116282),Aristides Aquino,13116282,OF,4200,CHC@CIN 08/11/2019 01:10PM ET,CIN,15.56,,,Shelby Miller,Shelby Miller (13117407)
,,,,,,,,,,,,,,,3B/OF,J.D. Davis (13116276),J.D. Davis,13116276,3B/OF,4200,WAS@NYM 08/11/2019 01:10PM ET,NYM,6.15,,,Deolis Guerra,Deolis Guerra (13117409)
,,,,,,,,,,,,,,,RP,Paul Sewald (13117411),Paul Sewald,13117411,P,4200,WAS@NYM 08/11/2019 01:10PM ET,NYM,3.24,,,Noe Ramirez,Noe Ramirez (13117418)
,,,,,,,,,,,,,,,RP,Tanner Rainey (13117412),Tanner Rainey,13117412,P,4200,WAS@NYM 08/11/2019 01:10PM ET,WAS,3.15,,,Brandon Workman,Brandon Workman (13117424)
,,,,,,,,,,,,,,,RP,Tyler Bashlor (13117414),Tyler Bashlor,13117414,P,4200,WAS@NYM 08/11/2019 01:10PM ET,NYM,1.25,,,Jonathan Villar,Jonathan Villar (13116294)
,,,,,,,,,,,,,,,2B/SS,Max Moroff (13116319),Max Moroff,13116319,2B/SS,4200,CLE@MIN 08/11/2019 02:10PM ET,CLE,2.2,,,Robinson Chirinos,Robinson Chirinos (13116322)
,,,,,,,,,,,,,,,C,Yasmani Grandal (13116343),Yasmani Grandal,13116343,C,4200,TEX@MIL 08/11/2019 02:10PM ET,MIL,7.68,,,David Hess,David Hess (13117425)
,,,,,,,,,,,,,,,SP,Shelby Miller (13117407),Shelby Miller,13117407,P,4200,TEX@MIL 08/11/2019 02:10PM ET,MIL,1.32,,,Teoscar Hernandez,Teoscar Hernandez (13116306)
,,,,,,,,,,,,,,,RP,Deolis Guerra (13117409),Deolis Guerra,13117409,P,4200,TEX@MIL 08/11/2019 02:10PM ET,MIL,-8.9,,,Randal Grichuk,Randal Grichuk (13116312)
,,,,,,,,,,,,,,,SP,Noe Ramirez (13117418),Noe Ramirez,13117418,P,4100,LAA@BOS 08/11/2019 01:05PM ET,LAA,5.14,,,Derek Fisher,Derek Fisher (13116316)
,,,,,,,,,,,,,,,RP,Brandon Workman (13117424),Brandon Workman,13117424,P,4100,LAA@BOS 08/11/2019 01:05PM ET,BOS,4.48,,,Jonathan Holder,Jonathan Holder (13117417)
,,,,,,,,,,,,,,,2B/SS,Jonathan Villar (13116294),Jonathan Villar,13116294,2B/SS,4100,HOU@BAL 08/11/2019 01:05PM ET,BAL,8.69,,,Danny Barnes,Danny Barnes (13117419)
,,,,,,,,,,,,,,,C,Robinson Chirinos (13116322),Robinson Chirinos,13116322,C,4100,HOU@BAL 08/11/2019 01:05PM ET,HOU,6.76,,,Jesse Winker,Jesse Winker (13116298)
,,,,,,,,,,,,,,,SP,David Hess (13117425),David Hess,13117425,P,4100,HOU@BAL 08/11/2019 01:05PM ET,BAL,5.4,,,Nick Senzel,Nick Senzel (13116305)
,,,,,,,,,,,,,,,OF,Teoscar Hernandez (13116306),Teoscar Hernandez,13116306,OF,4100,NYY@TOR 08/11/2019 01:07PM ET,TOR,7,,,Joey Votto,Joey Votto (13116307)
,,,,,,,,,,,,,,,OF,Randal Grichuk (13116312),Randal Grichuk,13116312,OF,4100,NYY@TOR 08/11/2019 01:07PM ET,TOR,7.02,,,Ian Happ,Ian Happ (13116313)
,,,,,,,,,,,,,,,OF,Derek Fisher (13116316),Derek Fisher,13116316,OF,4100,NYY@TOR 08/11/2019 01:07PM ET,TOR,6.15,,,Charlie Culberson,Charlie Culberson (13116292)
,,,,,,,,,,,,,,,SP,Jonathan Holder (13117417),Jonathan Holder,13117417,P,4100,NYY@TOR 08/11/2019 01:07PM ET,NYY,3.34,,,Adam Duvall,Adam Duvall (13116297)
,,,,,,,,,,,,,,,RP,Danny Barnes (13117419),Danny Barnes,13117419,P,4100,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Ryne Stanek,Ryne Stanek (13117426)
,,,,,,,,,,,,,,,OF,Jesse Winker (13116298),Jesse Winker,13116298,OF,4100,CHC@CIN 08/11/2019 01:10PM ET,CIN,6.18,,,Dominic Smith,Dominic Smith (13116317)
,,,,,,,,,,,,,,,OF,Nick Senzel (13116305),Nick Senzel,13116305,OF,4100,CHC@CIN 08/11/2019 01:10PM ET,CIN,7.95,,,Arquimedes Caminero,Arquimedes Caminero (13117420)
,,,,,,,,,,,,,,,1B,Joey Votto (13116307),Joey Votto,13116307,1B,4100,CHC@CIN 08/11/2019 01:10PM ET,CIN,7.12,,,C.J. Cron,C.J. Cron (13116304)
,,,,,,,,,,,,,,,2B/OF,Ian Happ (13116313),Ian Happ,13116313,2B/OF,4100,CHC@CIN 08/11/2019 01:10PM ET,CHC,6.6,,,Oscar Mercado,Oscar Mercado (13116308)
,,,,,,,,,,,,,,,OF/SS,Charlie Culberson (13116292),Charlie Culberson,13116292,SS/OF,4100,ATL@MIA 08/11/2019 01:10PM ET,ATL,2.54,,,Yasiel Puig,Yasiel Puig (13116309)
,,,,,,,,,,,,,,,OF,Adam Duvall (13116297),Adam Duvall,13116297,OF,4100,ATL@MIA 08/11/2019 01:10PM ET,ATL,8.73,,,Justin Grimm,Justin Grimm (13117421)
,,,,,,,,,,,,,,,SP,Ryne Stanek (13117426),Ryne Stanek,13117426,P,4100,ATL@MIA 08/11/2019 01:10PM ET,MIA,3.88,,,Ben Taylor,Ben Taylor (13117422)
,,,,,,,,,,,,,,,1B/OF,Dominic Smith (13116317),Dominic Smith,13116317,1B/OF,4100,WAS@NYM 08/11/2019 01:10PM ET,NYM,4.48,,,Pat Dean,Pat Dean (13117423)
,,,,,,,,,,,,,,,RP,Arquimedes Caminero (13117420),Arquimedes Caminero,13117420,P,4100,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Ryne Harper,Ryne Harper (13117427)
,,,,,,,,,,,,,,,1B,C.J. Cron (13116304),C.J. Cron,13116304,1B,4100,CLE@MIN 08/11/2019 02:10PM ET,MIN,7.72,,,Delino DeShields,Delino DeShields (13116291)
,,,,,,,,,,,,,,,OF,Oscar Mercado (13116308),Oscar Mercado,13116308,OF,4100,CLE@MIN 08/11/2019 02:10PM ET,CLE,8.14,,,Mike Moustakas,Mike Moustakas (13116299)
,,,,,,,,,,,,,,,OF,Yasiel Puig (13116309),Yasiel Puig,13116309,OF,4100,CLE@MIN 08/11/2019 02:10PM ET,CLE,8.36,,,Logan Forsythe,Logan Forsythe (13116310)
,,,,,,,,,,,,,,,RP,Justin Grimm (13117421),Justin Grimm,13117421,P,4100,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Jesse Chavez,Jesse Chavez (13117428)
,,,,,,,,,,,,,,,RP,Ben Taylor (13117422),Ben Taylor,13117422,P,4100,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Paul DeJong,Paul DeJong (13116315)
,,,,,,,,,,,,,,,SP,Pat Dean (13117423),Pat Dean,13117423,P,4100,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Justin Upton,Justin Upton (13116329)
,,,,,,,,,,,,,,,RP,Ryne Harper (13117427),Ryne Harper,13117427,P,4100,CLE@MIN 08/11/2019 02:10PM ET,MIN,2.81,,,Luke Bard,Luke Bard (13117435)
,,,,,,,,,,,,,,,OF,Delino DeShields (13116291),Delino DeShields,13116291,OF,4100,TEX@MIL 08/11/2019 02:10PM ET,TEX,5.89,,,Adam McCreery,Adam McCreery (13117464)
,,,,,,,,,,,,,,,2B/3B,Mike Moustakas (13116299),Mike Moustakas,13116299,2B/3B,4100,TEX@MIL 08/11/2019 02:10PM ET,MIL,8.56,,,Jim Johnson,Jim Johnson (13117477)
,,,,,,,,,,,,,,,1B/3B,Logan Forsythe (13116310),Logan Forsythe,13116310,1B/3B,4100,TEX@MIL 08/11/2019 02:10PM ET,TEX,6.38,,,Deck McGuire,Deck McGuire (13117498)
,,,,,,,,,,,,,,,SP,Jesse Chavez (13117428),Jesse Chavez,13117428,P,4100,TEX@MIL 08/11/2019 02:10PM ET,TEX,3.95,,,William Cuevas,William Cuevas (13117503)
,,,,,,,,,,,,,,,SS,Paul DeJong (13116315),Paul DeJong,13116315,SS,4100,PIT@STL 08/11/2019 02:15PM ET,STL,7.92,,,Josh Smith,Josh Smith (13117540)
,,,,,,,,,,,,,,,OF,Justin Upton (13116329),Justin Upton,13116329,OF,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,7.3,,,Denyi Reyes,Denyi Reyes (13117553)
,,,,,,,,,,,,,,,SP,Luke Bard (13117435),Luke Bard,13117435,P,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,2.62,,,Jake Thompson,Jake Thompson (13117556)
,,,,,,,,,,,,,,,RP,Adam McCreery (13117464),Adam McCreery,13117464,P,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Kutter Crawford,Kutter Crawford (13117557)
,,,,,,,,,,,,,,,RP,Jim Johnson (13117477),Jim Johnson,13117477,P,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Jhonathan Diaz,Jhonathan Diaz (13117558)
,,,,,,,,,,,,,,,RP,Deck McGuire (13117498),Deck McGuire,13117498,P,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Bobby Poyner,Bobby Poyner (13117577)
,,,,,,,,,,,,,,,RP,William Cuevas (13117503),William Cuevas,13117503,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Josh Taylor,Josh Taylor (13117578)
,,,,,,,,,,,,,,,SP,Josh Smith (13117540),Josh Smith,13117540,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,4.3,,,Marcus Walden,Marcus Walden (13117594)
,,,,,,,,,,,,,,,RP,Denyi Reyes (13117553),Denyi Reyes,13117553,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Adalberto Mejia,Adalberto Mejia (13117595)
,,,,,,,,,,,,,,,SP,Jake Thompson (13117556),Jake Thompson,13117556,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Erasmo Ramirez,Erasmo Ramirez (13117596)
,,,,,,,,,,,,,,,SP,Kutter Crawford (13117557),Kutter Crawford,13117557,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,JC Ramirez,JC Ramirez (13117609)
,,,,,,,,,,,,,,,SP,Jhonathan Diaz (13117558),Jhonathan Diaz,13117558,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Jake Jewell,Jake Jewell (13117613)
,,,,,,,,,,,,,,,RP,Bobby Poyner (13117577),Bobby Poyner,13117577,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,-2.93,,,Brian Ellington,Brian Ellington (13117628)
,,,,,,,,,,,,,,,RP,Josh Taylor (13117578),Josh Taylor,13117578,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,3.36,,,Durbin Feltman,Durbin Feltman (13117629)
,,,,,,,,,,,,,,,RP,Marcus Walden (13117594),Marcus Walden,13117594,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,4.06,,,Dan Runzler,Dan Runzler (13117630)
,,,,,,,,,,,,,,,RP,Adalberto Mejia (13117595),Adalberto Mejia,13117595,P,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,1.31,,,Greg Mahle,Greg Mahle (13117631)
,,,,,,,,,,,,,,,RP,Erasmo Ramirez (13117596),Erasmo Ramirez,13117596,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,-2.85,,,Sean Gilmartin,Sean Gilmartin (13117439)
,,,,,,,,,,,,,,,RP,JC Ramirez (13117609),JC Ramirez,13117609,P,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,3.24,,,Luis Ortiz,Luis Ortiz (13117442)
,,,,,,,,,,,,,,,RP,Jake Jewell (13117613),Jake Jewell,13117613,P,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,2.68,,,Cody Carroll,Cody Carroll (13117465)
,,,,,,,,,,,,,,,RP,Brian Ellington (13117628),Brian Ellington,13117628,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Francis Martes,Francis Martes (13117475)
,,,,,,,,,,,,,,,RP,Durbin Feltman (13117629),Durbin Feltman,13117629,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Kieran Lovegrove,Kieran Lovegrove (13117504)
,,,,,,,,,,,,,,,RP,Dan Runzler (13117630),Dan Runzler,13117630,P,4000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Joe Smith,Joe Smith (13117510)
,,,,,,,,,,,,,,,RP,Greg Mahle (13117631),Greg Mahle,13117631,P,4000,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Chandler Shepherd,Chandler Shepherd (13117514)
,,,,,,,,,,,,,,,SP,Sean Gilmartin (13117439),Sean Gilmartin,13117439,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,-8.15,,,Hunter Harvey,Hunter Harvey (13117515)
,,,,,,,,,,,,,,,SP,Luis Ortiz (13117442),Luis Ortiz,13117442,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0.1,,,D.J. Snelten,D.J. Snelten (13117516)
,,,,,,,,,,,,,,,RP,Cody Carroll (13117465),Cody Carroll,13117465,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Ryan Pressly,Ryan Pressly (13117538)
,,,,,,,,,,,,,,,RP,Francis Martes (13117475),Francis Martes,13117475,P,4000,HOU@BAL 08/11/2019 01:05PM ET,HOU,0,,,Cionel Perez,Cionel Perez (13117539)
,,,,,,,,,,,,,,,RP,Kieran Lovegrove (13117504),Kieran Lovegrove,13117504,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Evan Phillips,Evan Phillips (13117546)
,,,,,,,,,,,,,,,RP,Joe Smith (13117510),Joe Smith,13117510,P,4000,HOU@BAL 08/11/2019 01:05PM ET,HOU,2.33,,,Bo Schultz,Bo Schultz (13117554)
,,,,,,,,,,,,,,,RP,Chandler Shepherd (13117514),Chandler Shepherd,13117514,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Cristian Javier,Cristian Javier (13117561)
,,,,,,,,,,,,,,,RP,Hunter Harvey (13117515),Hunter Harvey,13117515,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Roberto Osuna,Roberto Osuna (13117565)
,,,,,,,,,,,,,,,RP,D.J. Snelten (13117516),D.J. Snelten,13117516,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Nate Karns,Nate Karns (13117570)
,,,,,,,,,,,,,,,RP,Ryan Pressly (13117538),Ryan Pressly,13117538,P,4000,HOU@BAL 08/11/2019 01:05PM ET,HOU,3.91,,,Tayler Scott,Tayler Scott (13117571)
,,,,,,,,,,,,,,,RP,Cionel Perez (13117539),Cionel Perez,13117539,P,4000,HOU@BAL 08/11/2019 01:05PM ET,HOU,1.6,,,Josh Lucas,Josh Lucas (13117593)
,,,,,,,,,,,,,,,RP,Evan Phillips (13117546),Evan Phillips,13117546,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,2.2,,,Chris Lee,Chris Lee (13117599)
,,,,,,,,,,,,,,,RP,Bo Schultz (13117554),Bo Schultz,13117554,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Brady Rodgers,Brady Rodgers (13117602)
,,,,,,,,,,,,,,,SP,Cristian Javier (13117561),Cristian Javier,13117561,P,4000,HOU@BAL 08/11/2019 01:05PM ET,HOU,0,,,Branden Kline,Branden Kline (13117603)
,,,,,,,,,,,,,,,RP,Roberto Osuna (13117565),Roberto Osuna,13117565,P,4000,HOU@BAL 08/11/2019 01:05PM ET,HOU,3.48,,,Paul Fry,Paul Fry (13117608)
,,,,,,,,,,,,,,,SP,Nate Karns (13117570),Nate Karns,13117570,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,3.85,,,Miguel Castro,Miguel Castro (13117622)
,,,,,,,,,,,,,,,SP,Tayler Scott (13117571),Tayler Scott,13117571,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,-2.14,,,Richard Bleier,Richard Bleier (13117624)
,,,,,,,,,,,,,,,RP,Josh Lucas (13117593),Josh Lucas,13117593,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,3.85,,,James McCann,James McCann (13116366)
,,,,,,,,,,,,,,,RP,Chris Lee (13117599),Chris Lee,13117599,P,4000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Ryan Burr,Ryan Burr (13117432)
